Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History
-0.483951416,0.738374638,0.275128803,0.519406056,-0.393459967,-0.141309441,-0.008181727,-0.194556594,0.276736377,1
-0.483951416,0.738374638,-0.721954529,0.519406056,2.536303481,-0.381296623,-0.70760424,-0.947487084,0.276736377,1
-0.483951416,0.738374638,-0.721954529,-1.92129813,-0.393459967,-0.444514978,0.386055101,-0.291708915,0.276736377,1
-0.483951416,-1.351527846,-0.721954529,0.519406056,-0.393459967,0.073511681,-0.70760424,-0.036684072,0.276736377,1
-0.483951416,0.738374638,1.272212136,0.519406056,2.536303481,-0.014872733,1.238534264,1.493464989,0.276736377,1
-0.483951416,0.738374638,-0.721954529,-1.92129813,-0.393459967,-0.48241567,-0.004471263,-0.595309919,0.276736377,1
-0.483951416,0.738374638,2.269295468,0.519406056,-0.393459967,-0.375838924,0.453771073,0.169764611,0.276736377,0
-0.483951416,0.738374638,1.272212136,0.519406056,-0.393459967,-0.228784239,0.000166818,0.291205013,0.276736377,1
-0.483951416,0.738374638,0.275128803,0.519406056,-0.393459967,1.110626218,4.37944226,2.489276282,0.276736377,1
-0.483951416,0.738374638,1.272212136,0.519406056,-0.393459967,-0.35097607,-0.382938617,-0.898910923,0.276736377,1
-0.483951416,0.738374638,1.272212136,0.519406056,-0.393459967,-0.457098007,0.14580254,-0.425293357,0.276736377,1
-0.483951416,0.738374638,1.272212136,0.519406056,-0.393459967,-0.370229621,3.052023671,0.679814298,0.276736377,1
-0.483951416,-1.351527846,-0.721954529,0.519406056,-0.393459967,-0.555184998,0.609610572,-0.364573156,0.276736377,1
-0.483951416,0.738374638,1.272212136,0.519406056,-0.393459967,-0.639172932,-0.203908717,-1.542545051,-3.459397693,1
-0.483951416,-1.351527846,-0.721954529,0.519406056,-0.393459967,-0.085671225,-0.70760424,-0.230988714,0.276736377,1
-0.483951416,-1.351527846,0.275128803,-1.92129813,-0.393459967,-0.290941373,-0.70760424,-0.534589718,-1.591330658,0
2.062053859,-1.351527846,-0.721954529,0.519406056,-0.393459967,-0.303979212,-0.70760424,-0.826046682,0.276736377,0
-0.483951416,0.738374638,-0.721954529,-1.92129813,-0.393459967,-0.0952222,-0.70760424,-0.133836393,0.276736377,1
-0.483951416,0.738374638,-0.721954529,0.519406056,-0.393459967,-0.44193773,0.915723874,-0.352429116,0.276736377,1
-0.483951416,0.738374638,-0.721954529,-1.92129813,-0.393459967,0.325172276,-0.70760424,-0.486013557,0.276736377,0
-0.483951416,0.738374638,0.275128803,0.519406056,-0.393459967,0.066689557,1.901315943,2.076378916,0.276736377,1
-0.483951416,0.738374638,-0.721954529,-1.92129813,-0.393459967,-0.44193773,0.17873291,-0.340285076,0.276736377,0
2.062053859,0.738374638,1.272212136,-1.92129813,-0.393459967,-0.325961613,0.181515758,-0.388861236,0.276736377,0
-0.483951416,0.738374638,0.275128803,0.519406056,-0.393459967,-0.272597439,0.649034255,0.08475633,0.276736377,0
-0.483951416,0.738374638,-0.721954529,0.519406056,2.536303481,0.613217536,-0.70760424,0.570517937,0.276736377,1
-0.483951416,0.738374638,-0.721954529,0.519406056,-0.393459967,-0.41176878,0.337355257,-0.267420835,0.276736377,1
-0.483951416,0.738374638,1.272212136,-1.92129813,-0.393459967,-0.19543163,-0.225243886,-0.413149317,0.276736377,1
-0.483951416,-1.351527846,-0.721954529,-1.92129813,-0.393459967,-0.617493736,-0.70760424,-1.323952329,0.276736377,1
2.062053859,-1.351527846,1.272212136,0.519406056,-0.393459967,-0.267594547,0.258507892,-0.291708915,0.276736377,1
-0.483951416,0.738374638,0.275128803,0.519406056,-0.393459967,-0.204527796,0.854965021,0.691958338,0.276736377,0
-0.483951416,-1.351527846,-0.721954529,0.519406056,-0.393459967,-0.355978961,-0.70760424,-0.850334762,0.276736377,1
-0.483951416,-1.351527846,0.275128803,0.519406056,2.536303481,-0.12478474,-0.70760424,-0.461725477,0.276736377,1
-0.483951416,0.738374638,-0.721954529,0.519406056,-0.393459967,-0.305495239,0.06556375,-0.364573156,0.276736377,1
-0.483951416,-1.351527846,2.269295468,0.519406056,-0.393459967,1.058929674,0.683819857,2.137099117,0.276736377,1
-0.483951416,0.738374638,-0.721954529,0.519406056,-0.393459967,-0.558975067,-0.090739557,-0.534589718,0.276736377,0
2.062053859,0.738374638,-0.721954529,0.519406056,-0.393459967,-0.280177577,-0.030908321,-0.000251951,0.276736377,1
-0.483951416,-1.351527846,-0.721954529,0.519406056,-0.393459967,-0.204527796,2.636451674,0.485509655,0.276736377,1
-0.483951416,-1.351527846,-0.721954529,-1.92129813,-0.393459967,-0.267897753,0.066027558,-0.413149317,0.276736377,1
-0.483951416,-1.351527846,-0.721954529,0.519406056,-0.393459967,-0.290334962,-0.70760424,-0.777470521,0.276736377,1
-0.483951416,-1.351527846,-0.721954529,0.519406056,-0.393459967,-0.563219945,-0.145005097,-1.178223847,0.276736377,1
-0.483951416,0.738374638,-0.721954529,0.519406056,-0.393459967,-0.472258284,-0.70760424,-0.838190722,0.276736377,0
-0.483951416,0.738374638,-0.721954529,0.519406056,-0.393459967,-0.238638418,0.375851324,-0.121692353,0.276736377,1
-0.483951416,0.738374638,-0.721954529,-1.92129813,2.536303481,-0.124329931,-0.70760424,-0.583165879,0.276736377,1
2.062053859,-1.351527846,-0.721954529,0.519406056,-0.393459967,-0.319139488,-0.70760424,-0.6803182,0.276736377,1
-0.483951416,0.738374638,0.275128803,0.519406056,-0.393459967,0.020299109,-0.70760424,-1.214655967,0.276736377,1
-0.483951416,0.738374638,-0.721954529,0.519406056,-0.393459967,0.046374786,-0.70760424,-0.000251951,0.276736377,1
2.062053859,0.738374638,-0.721954529,0.519406056,-0.393459967,-0.435115606,0.887895392,-0.291708915,0.276736377,0
2.062053859,-1.351527846,-0.721954529,0.519406056,-0.393459967,-0.229693855,0.347559034,-0.000251951,0.276736377,1
2.062053859,0.738374638,-0.721954529,-1.92129813,-0.393459967,-0.543814791,0.054896165,-0.534589718,0.276736377,1
2.062053859,-1.351527846,-0.721954529,0.519406056,-0.393459967,-0.368258785,-0.70760424,-0.291708915,0.276736377,1
2.062053859,-1.351527846,-0.721954529,0.519406056,-0.393459967,-0.194825218,-0.70760424,-0.388861236,0.276736377,1
-0.483951416,0.738374638,1.272212136,0.519406056,-0.393459967,-0.13630655,-0.70760424,-0.121692353,0.276736377,1
2.062053859,0.738374638,0.275128803,0.519406056,2.536303481,0.907326906,-0.70760424,1.724201752,0.276736377,0
-0.483951416,0.738374638,1.272212136,0.519406056,-0.393459967,-0.425564632,-0.166340266,-0.571021839,0.276736377,1
-0.483951416,0.738374638,-0.721954529,0.519406056,-0.393459967,-0.512887826,0.03031434,-0.583165879,0.276736377,1
-0.483951416,0.738374638,-0.721954529,0.519406056,-0.393459967,-0.32581001,0.312773431,-0.109548312,0.276736377,1
-0.483951416,0.738374638,0.275128803,0.519406056,-0.393459967,0.388845439,0.335963833,0.436933495,0.276736377,1
-0.483951416,0.738374638,1.272212136,-1.92129813,-0.393459967,-0.327174435,0.618422925,-0.000251951,0.276736377,1
-0.483951416,0.738374638,-0.721954529,0.519406056,-0.393459967,-0.457098007,1.053011051,-0.291708915,0.276736377,1
-0.483951416,0.738374638,2.269295468,0.519406056,-0.393459967,-0.376900143,-0.70760424,-0.546733758,0.276736377,1
-0.483951416,0.738374638,-0.721954529,-1.92129813,2.536303481,-0.440573306,0.892069664,0.254772892,-2.525364175,0
2.062053859,-1.351527846,-0.721954529,0.519406056,-0.393459967,-0.204527796,-0.70760424,-0.340285076,0.276736377,0
-0.483951416,0.738374638,-0.721954529,0.519406056,-0.393459967,0.031972523,1.423593669,1.384168627,0.276736377,1
-0.483951416,-1.351527846,-0.721954529,-1.92129813,-0.393459967,-0.35097607,0.337819065,-0.218844674,-2.525364175,0
-0.483951416,0.738374638,0.275128803,0.519406056,-0.393459967,0.79362483,-0.70760424,2.039946796,0.276736377,1
-0.483951416,0.738374638,2.269295468,-1.92129813,2.536303481,0.240274726,-0.70760424,-0.230988714,-4.39343121,1
2.062053859,-1.351527846,-0.721954529,0.519406056,-0.393459967,-0.184213025,-0.70760424,-0.097404272,0.276736377,0
-0.483951416,0.738374638,-0.721954529,0.519406056,-0.393459967,-0.349763247,0.714431188,0.339781173,0.276736377,1
-0.483951416,0.738374638,1.272212136,-1.92129813,2.536303481,-0.551849737,0.162035821,-0.571021839,0.276736377,1
